"arquivo_climatico","uf","municipio","lat","long","alt","populacao","zb","tbsm","tbum","cdh","cdd10","cdd24","hdd18"
"BRA_MG_Vicosa.836420_INMET","mg","vicosa",-20.75,-42.88,712,77318,3,19.99050228,16.0424315068493,23415,3646.5,2,140.8
"BRA_MS_Amambai.868940_INMET","ms","amambai",-23,-55.33,431,37590,3,21.93819635,15.8156050228311,31185,4357.9,211.8,166.7
"BRA_MS_Campo.Grande.Intl.AP.868100_INMET","ms","campo_grande",-20.44,-54.65,530,853622,6,23.44772831,15.7755593607306,33024,4908.4,310.3,51.3
"BRA_MS_Chapadao.do.Sul.867720_INMET","ms","chapadao_do_sul",-18.79,-52.62,818,22620,6,22.39607306,15.9412100456621,29704,4524.6,87.5,39.8
"BRA_MS_Corumba.Intl.AP.835520_INMET","ms","corumba",-19.01,-57.65,126,108656,8,25.90272831,18.5591780821918,54206,5804.5,1087.4,63
"BRA_MS_Coxim.867700_INMET","ms","coxim",-18.3,-54.44,252,33139,6,24.71479452,18.7232876712329,50777,5370.9,560.2,9.4
"BRA_MS_Dourados.836590_INMET","ms","dourados",-22.22,-54.81,469,212870,3,22.68562785,15.902796803653,32237,4630.4,289.2,107.2
"BRA_MS_Ivinhema.868600_INMET","ms","ivinhema",-22.31,-53.81,373,22928,5,23.6878653,16.2318607305936,36771,4996.1,461.7,76.6
"BRA_MS_Juti.868590_INMET","ms","juti",-22.86,-54.61,379,6399,3,22.88667808,16.9339611872146,37998,4706.6,389.5,163.3
"BRA_MS_Miranda.868070_INMET","ms","miranda",-20.24,-56.38,140,27104,5,24.61140411,17.4373630136986,46319,5333.2,706.5,68.9
"BRA_MS_Nhumirim.867680_INMET","ms","nhecolandia",-18.99,-56.62,104,1605,5,24.88297945,19.4204223744292,54749,5432.3,691.6,29.9
"BRA_MS_Ponta.Pora.868570_INMET","ms","ponta_pora",-22.54,-55.73,650,86717,3,21.29077626,14.6114726027397,25588,4130,180.7,237.5
"BRA_MS_Porto.Murtinho.AP.868330_INMET","ms","porto_murtinho",-21.7,-57.88,85,16514,5,25.43723744,17.5109931506849,50409,5637.1,1142.3,165.1
"BRA_MS_Rio.Brilhante.868360_INMET","ms","rio_brilhante",-21.78,-54.53,329,34776,3,23.28892694,16.5877739726027,37469,4850.9,368.7,80.2
"BRA_MS_Sete.Quedas.868950_INMET","ms","sete_quedas",-23.97,-55.02,402,10832,3,22.33676941,15.585296803653,30578,4505.6,295.4,165.3
"BRA_MS_Sidrolandia.868090_INMET","ms","sidrolandia",-20.98,-54.97,464,51355,5,23.3403653,17.3791894977169,40425,4874.2,378.9,116.9
"BRA_MS_Tres.Lagoas.AP.868130_INMET","ms","tres_lagoas",-20.75,-51.68,313,113619,6,24.35038813,16.3810844748858,37437,5237.9,529.3,23.7
"BRA_MT_Agua.Boa.866860_INMET","mt","agua_boa",-14.05,-52.16,432,23551,6,24.94936073,19.2605593607306,52848,5456.5,431.2,0
"BRA_MT_Alto.Taquari.867500_INMET","mt","alto_taquari",-17.82,-53.29,875,9674,6,22.33688356,15.141997716895,27221,4503,93.8,17.4
"BRA_MT_Apiacas.819760_INMET","mt","apiacas",-9.54,-57.45,220,9400,8,25.6527968,20.9269748858447,63901,5713.3,620.1,0
"BRA_MT_Campo.Novo.do.Parecis.866620_INMET","mt","campo_novo_do_parecis",-13.68,-57.89,570,31985,5,24.08106164,17.4743607305936,41660,5139.6,257.7,9.8
"BRA_MT_Campo.Verde.867070_INMET","mt","campo_verde",-15.55,-55.17,749,37989,6,23.03643836,16.3136301369863,34140,4758.3,157.9,18.9
"BRA_MT_Carlinda.819780_INMET","mt","carlinda",-9.97,-55.83,300,10364,8,25.495879,20.651301369863,61777,5656,577.9,0
"BRA_MT_Comodoro.866610_INMET","mt","comodoro",-13.66,-59.79,591,19536,5,22.42945205,18.5782762557078,44105,4536.8,33.8,27.6
"BRA_MT_Confresa.866060_INMET","mt","confresa",-10.65,-51.57,237,28339,7,26.1360274,20.621803652968,63396,5889.7,785.6,0
"BRA_MT_Cotriguacu.829270_INMET","mt","cotriguacu",-9.86,-58.41,261,17716,8,24.623379,20.5852283105023,59436,5337.5,308.8,0
"BRA_MT_Cuiaba.867050_INMET","mt","cuiaba",-15.62,-56,151,580489,7,26.26649543,19.8272488584475,59551,5937.3,1002.5,13.7
"BRA_MT_Gaucha.do.Norte.866660_INMET","mt","gaucha_do_norte",-13.18,-53.26,379,7036,6,25.2183105,19.5186187214612,54812,5554.7,488,0
"BRA_MT_Guaranta.do.Norte.819790_INMET","mt","guaranta_do_norte",-9.79,-54.91,320,33929,8,25.04244292,20.6430251141553,60587,5490.5,415.3,0
"BRA_MT_Guiratinga.867290_INMET","mt","guiratinga",-16.34,-53.77,526,14496,6,24.69503425,16.8433447488584,40880,5363.7,450.7,1.4
"BRA_MT_Itiquira.867480_INMET","mt","itiquira",-17.18,-54.5,585,12472,6,24.02300228,17.9747488584475,44370,5118.4,352.6,35
"BRA_MT_Juara.866250_INMET","mt","juara",-11.26,-57.52,260,33610,8,25.8822032,20.090605022831,60315,5797,751.1,4.5
"BRA_MT_Juina.866240_INMET","mt","juina",-11.38,-58.74,200,39688,8,24.84584475,20.5389155251142,59355,5418.7,380.4,1.1
"BRA_MT_Nova.Maringa.866630_INMET","mt","nova_maringa",-13.04,-57.09,353,7764,5,26.33195205,21.263698630137,67402,5961.2,916.5,2.1
"BRA_MT_Novo.Mundo.866430_INMET","mt","novo_mundo",-12.52,-58.23,431,8364,8,24.77228311,18.4697831050228,48489,5391.9,426.7,0.2
"BRA_MT_Paranatinga.866840_INMET","mt","paranatinga",-14.43,-54.05,474,21014,6,24.45489726,17.3530479452055,42882,5276,345,0
"BRA_MT_Pontes.de.Lacerda.867020_INMET","mt","pontes_e_lacerda",-15.25,-59.35,256,43235,6,25.33745434,19.8975228310502,57566,5598.2,662.2,14.9
"BRA_MT_Porto.Estrela.867040_INMET","mt","porto_estrela",-15.32,-57.23,145,3158,8,25.39585616,19.7599315068493,57235,5619.5,701.2,6.9
"BRA_MT_Querencia.866470_INMET","mt","querencia",-12.63,-52.22,382,15597,7,25.02890411,19.9488584474886,56753,5485.6,420.7,0
"BRA_MT_Rondonopolis.867280_INMET","mt","rondonopolis",-16.47,-54.64,284,215320,6,25.49202055,18.5147716894977,51572,5654.6,686.3,8.9
"BRA_MT_Salto.do.Ceu.867030_INMET","mt","salto_do_ceu",-15.12,-58.13,303,3502,5,24.56363014,19.7338470319635,54630,5315.7,451.7,18.2
"BRA_MT_Santo.Antonio.do.Leste.866850_INMET","mt","santo_antonio_do_leste",-14.93,-53.88,648,4591,6,23.68252283,17.8006621004566,41790,4994.1,189.8,4.2
"BRA_MT_Sao.Felix.do.Araguaia.866280_INMET","mt","sao_felix_do_araguaia",-11.62,-50.73,218,11125,7,26.22321918,18.1789269406393,52803,5921.5,816.5,0
"BRA_MT_Sao.Jose.do.Rio.Claro.866640_INMET","mt","sao_jose_do_rio_claro",-13.45,-56.72,350,19052,5,24.77842466,19.6532077625571,55233,5394.1,445.2,3.6
"BRA_MT_Sinop.866260_INMET","mt","sinop",-11.86,-55.5,371,129916,8,25.07813927,18.4890182648402,49712,5503.5,481,0
"BRA_MT_Sorriso.866450_INMET","mt","sorriso",-12.55,-55.71,380,80298,5,25.36191781,18.9670433789954,52533,5607.1,552.2,0
"BRA_MT_Tangara.da.Serra.866820_INMET","mt","tangara_da_serra",-14.62,-57.49,322,94289,7,24.6294863,18.3128767123288,48100,5339.8,475.8,34.4
"BRA_MT_Vila.Bela.da.Santissima.Trindade.867010_INMET","mt","vila_bela_da_santissima_trindade",-15.01,-59.95,222,15274,5,24.8040411,19.4520319634703,54607,5403.5,579.4,16.7
"BRA_PA_Belem.816800_INMET","pa","belem",-1.46,-48.5,24,1439561,8,27.15961187,23.3148630136986,81393,6263.3,1153.3,0
"BRA_PA_Braganca.816850_INMET","pa","braganca",-1.05,-46.78,33,121528,8,26.47391553,22.698904109589,76046,6013,905.7,0
"BRA_PA_Cameta.817100_INMET","pa","cameta",-2.25,-49.49,22,130868,8,27.21635845,22.9716095890411,79480,6284,1174.4,0
"BRA_PA_Castanhal.816820_INMET","pa","castanhal",-1.3,-47.92,65,189784,8,26.20378995,22.689600456621,75326,5914.4,804.4,0
"BRA_PA_Conceicao.do.Araguaia.819400_INMET","pa","conceicao_do_araguaia",-6.28,-49.27,180,46395,8,26.76690639,20.8141780821918,66111,6119.9,1013.8,0
"BRA_PA_Itaituba.817780_INMET","pa","itaituba",-4.28,-55.99,13,98446,8,26.86221461,22.8245091324201,77772,6154.7,1044.7,0
"BRA_PA_Maraba.825620_INMET","pa","maraba",-5.37,-49.12,84,262085,8,26.49401826,22.3106164383562,73777,6020.3,914.1,0
"BRA_PA_Novo.Repartimento.817840_INMET","pa","novo_repartimento",-4.26,-49.93,113,70835,8,26.31906393,22.2271232876712,72854,5956.5,849.3,0
"BRA_PA_Pacaja.817420_INMET","pa","pacaja",-3.84,-50.64,108,44778,8,26.09781963,22.0905251141553,71509,5875.7,766.9,0
"BRA_PA_Paragominas.817450_INMET","pa","paragominas",-3.01,-47.34,101,107010,8,26.36994292,21.6820433789954,69758,5975,867.5,0
"BRA_PA_Placas.817370_INMET","pa","placas",-3.86,-54.22,96,28533,8,26.26666667,22.1831392694064,72425,5937.3,829.7,0
"BRA_PA_Rondon.do.Para.817860_INMET","pa","rondon_do_para",-4.78,-48.07,221,49977,8,26.33827626,20.86350456621,64822,5963.5,855.6,0
"BRA_PA_Salinopolis.816600_INMET","pa","salinopolis",-0.62,-47.35,20,39078,8,27.16197489,22.9893264840183,79450,6264.1,1154.6,0
"BRA_PA_Santana.do.Araguaia.819820_INMET","pa","santana_do_araguaia",-9.34,-50.33,168,67033,8,26.33135845,20.9792808219178,65808,5960.9,857,0
"BRA_PA_Serra.dos.Carajas.818600_INMET","pa","maraba",-6.08,-50.14,719,262085,8,23.66492009,19.8052625570776,51709,4987.7,178,0
"BRA_PA_Soure.821410_INMET","pa","soure",-0.81,-48.52,11,24286,8,28.07552511,23.510102739726,84723,6597.6,1487.6,0
"BRA_PA_Tome.Acu.817110_INMET","pa","tome_acu",-2.59,-48.36,38,60456,8,25.9977968,22.0868835616438,71173,5839.2,731.7,0
"BRA_PA_Tucurui.817430_INMET","pa","tucurui",-3.82,-49.68,148,107189,8,27.36156393,22.7688698630137,78681,6337,1227,0
"BRA_PB_Areia.818770_INMET","pb","areia",-6.96,-35.69,575,23110,8,22.47221461,19.9692579908676,49588,4552.4,6.7,0
"BRA_PB_Cabaceiras.819150_INMET","pb","cabaceiras",-7.48,-36.29,436,5449,8,25.37600457,18.9877739726027,51868,5612.2,585.1,0
"BRA_PB_Camaratuba.818780_INMET","pb","mataraca",-6.61,-35.13,136,8219,8,24.85134703,21.2056278538813,63149,5420.7,378.2,0
"BRA_PB_Campina.Grande.819160_INMET","pb","campina_grande",-7.23,-35.88,548,405072,8,23.62342466,19.2302397260274,48331,4972.6,126.5,0
"BRA_PB_Joao.Pessoa.819180_INMET","pb","joao_pessoa",-7.11,-34.86,44,791438,8,26.01545662,21.4774771689498,67669,5845.6,751.4,0
"BRA_PB_Monteiro.819140_INMET","pb","monteiro",-7.89,-37.12,604,32774,6,24.2397032,17.3461187214612,39734,5197.5,335.9,0
"BRA_PB_Patos.819130_INMET","pb","patos",-7.02,-37.28,249,106314,7,27.24381279,18.4267465753425,54248,6294,1184.8,0
"BRA_PB_Sao.Goncalo.817740_INMET","pb","sousa",-6.84,-38.31,234,68822,7,26.82941781,19.0590296803653,56448,6142.7,1041.4,0
"BRA_PE_Arcoverde.819530_INMET","pe","arcoverde",-8.42,-37.05,681,72625,7,23.58666667,16.7062671232877,34332,4959.1,237.9,0
"BRA_PE_Cabrobo.828860_INMET","pe","cabrobo",-8.5,-39.31,342,33247,7,26.78030822,18.144497716895,51343,6124.8,1029.4,0
"BRA_PE_Caruaru.828950_INMET","pe","caruaru",-8.24,-35.99,550,347088,8,23.33968037,18.4611757990868,43168,4869,113.4,0
"BRA_PE_Floresta.819770_INMET","pe","floresta",-8.61,-38.59,329,31809,7,26.60287671,18.783299086758,54577,6060,975.4,0
"BRA_PE_Garanhuns.819550_INMET","pe","garanhuns",-8.89,-36.49,823,136949,5,21.03924658,17.3805593607306,30681,4029.3,7.1,5.7
"BRA_PE_Ibimirim.819540_INMET","pe","ibimirim",-8.51,-37.71,448,28604,8,25.59972603,17.6949086757991,45567,5693.9,729.8,0
"BRA_PE_Palmares.819570_INMET","pe","palmares",-8.67,-35.57,180,62300,8,25.0530137,20.7226369863014,60854,5494.4,469.3,0
"BRA_PE_Petrolina.819910_INMET","pe","petrolina",-9.39,-40.51,370,331951,7,26.91041096,17.2337785388128,46573,6172.3,1069.6,0
"BRA_PE_Recife.819580_INMET","pe","recife",-8.05,-34.88,10,1617183,8,25.75100457,20.87600456621,63550,5749.1,660.9,0
"BRA_PE_Serra.Talhada.819120_INMET","pe","serra_talhada",-7.95,-38.29,461,84352,6,25.26196347,17.5518264840183,44000,5570.6,590.3,0
"BRA_PE_Surubim.819170_INMET","pe","surubim",-7.84,-35.79,418,63166,8,24.21863014,19.5640068493151,51945,5189.8,282.9,0
"BRA_PI_Alvorada.do.Gurgueia.818460_INMET","pi","alvorada_do_gurgueia",-8.44,-43.86,270,5278,7,26.30535388,19.4236301369863,56968,5951.5,860.7,0
"BRA_PI_Bom.Jesus.do.Piaui.829750_INMET","pi","bom_jesus",-9.07,-44.36,331,24327,7,26.39155251,18.7593949771689,54218,5982.9,892.3,0
"BRA_PI_Caracol.819880_INMET","pi","caracol",-9.29,-43.32,100,10641,7,24.69560502,16.4434817351598,38258,5363.9,462.5,0
"BRA_PI_Castelo.do.Piaui.818290_INMET","pi","castelo_do_piaui",-5.35,-41.51,286,18160,7,27.32623288,19.0531506849315,58176,6324.1,1217.5,0
"BRA_PI_Esperantina.817510_INMET","pi","esperantina",-3.9,-42.26,65,38874,8,26.98109589,21.266598173516,69254,6198.1,1088.2,0
"BRA_PI_Floriano.818680_INMET","pi","floriano",-6.77,-43.02,123,58803,7,27.58409817,19.6577283105023,62102,6418.2,1308.9,0
"BRA_PI_Gilbues.819860_INMET","pi","gilbues",-9.87,-45.35,425,10514,7,26.49365297,17.9531621004566,49846,6020.2,922.5,0
"BRA_PI_Oeiras.818690_INMET","pi","oeiras",-6.97,-42.15,156,36329,7,26.79577626,19.3521917808219,58489,6130.5,1024.9,0
"BRA_PI_Parnaiba.817520_INMET","pi","parnaiba",-2.9,-41.78,80,149803,8,27.34453196,21.8301141552511,72895,6330.8,1220.9,0
"BRA_PI_Paulistana.828820_INMET","pi","paulistana",-8.14,-41.15,374,20168,7,27.58108447,16.7380251141553,46271,6417.1,1310.4,0
"BRA_PI_Picos.827910_INMET","pi","picos",-7.07,-41.4,233,76544,7,28.21813927,17.7161757990868,53316,6649.6,1540.3,0
"BRA_PI_Piripiri.817940_INMET","pi","piripiri",-4.27,-41.78,161,62650,7,27.90363014,19.6559246575342,63107,6534.8,1425.1,0
"BRA_PI_Sao.Joao.do.Piaui.818480_INMET","pi","sao_joao_do_piaui",-8.36,-42.25,235,20146,7,28.24011416,16.9654223744292,49850,6657.6,1549.7,0
"BRA_PI_Sao.Pedro.do.Piaui.818280_INMET","pi","sao_pedro_do_piaui",-5.91,-42.72,287,13994,7,26.23461187,20.3014840182648,61508,5925.6,823.8,0
"BRA_PI_Sao.Raimundo.Nonato.819890_INMET","pi","sao_raimundo_nonato",-9.03,-42.7,402,33802,7,27.03424658,17.3237899543379,48108,6217.5,1109.7,0
"BRA_PI_Teresina.818320_INMET","pi","teresina",-5.09,-42.8,74,844245,7,27.6931621,20.2638470319635,66092,6458,1348.3,0
"BRA_PI_Urucui.819050_INMET","pi","urucui",-7.47,-44.34,393,21011,7,25.81405251,18.9274315068493,53070,5772.1,689,0
"BRA_PI_Valenca.do.Piaui.818700_INMET","pi","valenca_do_piaui",-6.4,-41.74,301,20568,7,27.06648402,18.5175114155251,54109,6229.3,1122.7,0
"BRA_PR_Castro.869210_INMET","pr","castro",-24.79,-50.01,1008,70810,1,16.87437215,13.1909474885845,9763,2510.6,0,715.7
"BRA_PR_Cidade.Gaucha.868980_INMET","pr","cidade_gaucha",-23.36,-52.93,381,12069,3,22.8206621,15.7752853881279,31382,4679.5,333.5,87.5
"BRA_PR_Clevelandia.869390_INMET","pr","clevelandia",-26.42,-52.35,980,17373,1,17.5685274,12.9849429223744,10521,2785,0.8,606.7
"BRA_PR_Curitiba.838420_INMET","pr","curitiba",-25.43,-49.27,924,1879355,1,17.38077626,13.2465639269406,9397,2695.1,0.1,598.6
"BRA_PR_Diamante.do.Norte.868610_INMET","pr","diamante_do_norte",-22.64,-52.89,362,5463,3,22.79497717,16.2388584474886,33273,4670.2,301.3,75.5
"BRA_PR_Dois.Vizinhos.869270_INMET","pr","dois_vizinhos",-25.69,-53.09,520,39138,2,20.0176484,14.5752054794521,20398,3662.6,55.7,300.3
"BRA_PR_Foz.do.Iguacu-Cataratas.Intl.AP.869250_INMET","pr","foz_do_iguacu",-25.6,-54.48,231,263782,3,21.54128995,17.3958904109589,38498,4215.7,322.5,332.4
"BRA_PR_General.Carneiro.869410_INMET","pr","general_carneiro",-26.4,-51.35,1018,14039,2,15.84160959,12.8493835616438,38156,2157.2,0,1002.7
"BRA_PR_Ibaiti.869020_INMET","pr","ibaiti",-23.77,-50.18,930,30678,2,20.21466895,14.5773287671233,19405,3728.5,66,204.1
"BRA_PR_Icaraima.868970_INMET","pr","icaraima",-23.4,-53.61,385,8641,3,22.41539954,15.8702397260274,32289,4534.6,295.8,163.7
"BRA_PR_Ilha.do.Mel.869350_INMET","pr","paranagua",-25.57,-48.32,1,150660,3,21.06252283,18.3938242009132,38011,4037.8,84.5,72.8
"BRA_PR_Inacio.Martins.869290_INMET","pr","inacio_martins",-25.57,-51.08,1260,11307,2,16.28953196,12.9451369863014,9520,2350.5,0,857.4
"BRA_PR_Ivai.869300_INMET","pr","ivai",-25.01,-50.86,808,13628,2,19.09050228,14.6735844748858,20315,3328.9,9.4,427.3
"BRA_PR_Joaquim.Tavora.869030_INMET","pr","joaquim_tavora",-23.5,-49.9,522,11544,2,20.51113014,15.3140182648402,23773,3838.2,51.1,171.1
"BRA_PR_Londrina.837680_INMET","pr","londrina",-23.38,-51.18,566,548249,3,21.8308105,16.8375570776256,34996,4318.2,124.7,139.4
"BRA_PR_Marechal.Candido.Rondon.869160_INMET","pr","marechal_candido_rondon",-24.56,-54.06,392,50808,3,21.40307078,15.5574429223744,27808,4164.9,145.3,192
"BRA_PR_Maringa.868990_INMET","pr","maringa",-23.42,-51.94,542,397437,1,23.02703196,15.5923744292237,31362,4754.9,292.6,99.7
"BRA_PR_Nova.Fatima.869010_INMET","pr","nova_fatima",-23.43,-50.56,668,8359,3,20.77063927,14.7581849315068,21720,3931.5,26.2,148.4
"BRA_PR_Nova.Tebas.869190_INMET","pr","nova_tebas",-24.44,-51.94,654,6792,2,20.20173516,14.7218835616438,20099,3723.6,29.1,198.8
"BRA_PR_Paranapoema.868620_INMET","pr","paranapoema",-22.49,-52.13,311,3050,3,22.86751142,16.4039726027397,33656,4696.6,294.8,56.4
"BRA_PR_Planalto.869260_INMET","pr","planalto",-25.72,-53.75,346,13926,2,21.32466895,15.5246118721461,28010,4138.3,212.3,217.9
"BRA_RJ_Arraial.do.Cabo.868920_INMET","rj","arraial_do_cabo",-22.97,-42.03,4,29097,3,22.93054795,20.002796803653,51503,4719.7,98,0
"BRA_RJ_Cambuci.868540_INMET","rj","cambuci",-21.58,-41.91,35,14836,5,23.304121,18.6172716894977,44796,4856,304.4,8.4
"BRA_RJ_Campos.dos.Goytacazes.868550_INMET","rj","campos_dos_goytacazes",-21.75,-41.32,25,483970,5,24.01347032,20.1574429223744,55121,5114.9,388.8,0
"BRA_RJ_Duque.de.Caxias-Xerem.868770_INMET","rj","duque_de_caxias",-22.57,-43.3,0,882729,5,23.05347032,19.0604223744292,46752,4764.5,305.2,9.4
"BRA_RJ_Farol.de.Sao.Tome.868900_INMET","rj","campos_dos_goytacazes",-22.04,-41.05,4,483970,5,23.78877854,19.8755136986301,53027,5032.9,269.6,0
"BRA_RJ_Macae.868910_INMET","rj","macae",-22.37,-41.79,32,234628,5,23.57098174,20.0995662100457,53567,4953.4,309.1,1.1
"BRA_RJ_Niteroi.868810_INMET","rj","niteroi",-22.91,-43.13,13,496696,5,21.9460274,17.774497716895,36412,4360.3,97.3,18.1
"BRA_RJ_Paraty.869130_INMET","rj","parati",-23.22,-44.71,4,40478,3,22.01192922,18.9000570776256,43001,4384.4,117.1,12.4
"BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","rj","petropolis",-22.46,-43.3,1777,298142,3,13.60248858,11.7637785388128,1957,1382.7,0,1610
"BRA_RJ_Resende.837380_INMET","rj","resende",-22.47,-44.45,440,125214,3,20.70146119,16.9339726027397,29620,3906,33.4,79.6
"BRA_RJ_Rio.de.Janeiro-Vila.Militar.868790_INMET","rj","rio_de_janeiro",-22.86,-43.41,45,6476631,8,23.15115297,18.6915867579909,45016,4800.2,296.3,5.6
"BRA_RJ_Teresopolis.868880_INMET","rj","teresopolis",-22.41,-42.97,980,173060,2,17.8371347,14.9137442922374,14780,2863.9,0.3,452.1
"BRA_RJ_Valenca.868750_INMET","rj","valenca",-22.25,-43.7,367,73725,3,22.14452055,17.5551826484018,36972,4432.8,154.9,56.3
"BRA_RN_Apodi.818350_INMET","rn","apodi",-5.63,-37.83,150,36189,8,26.76208904,20.3271461187215,63454,6118.2,1011.4,0
"BRA_RN_Caico.818750_INMET","rn","caico",-6.46,-37.1,170,67259,7,27.77422374,18.2363470319635,54786,6487.6,1378.8,0
"BRA_RN_Macau.818360_INMET","rn","macau",-5.11,-36.63,3,31318,8,26.90243151,21.3856506849315,69707,6169.4,1059.4,0
"BRA_RN_Mossoro.818340_INMET","rn","mossoro",-5.19,-37.34,36,288162,7,26.71141553,20.9638470319635,66600,6099.7,990.2,0
"BRA_RN_Natal.818390_INMET","rn","natal",-5.8,-35.21,49,869954,8,26.90243151,21.3859246575342,69706,6169.4,1059.4,0
"BRA_RN_Touros.818380_INMET","rn","touros",-5.16,-35.49,17,33506,8,26.84059361,22.2895776255708,74562,6146.8,1038.6,0
"BRA_RO_Ariquemes.819700_INMET","ro","ariquemes",-9.95,-62.96,140,104401,8,25.63237443,21.8870433789954,69295,5705.8,619.5,0.3
"BRA_RO_Cacoal.866220_INMET","ro","cacoal",-11.45,-61.43,210,87226,8,26.14655251,20.6336757990868,63468,5893.5,806,0
"BRA_RO_Porto.Velho.819320_INMET","ro","porto_velho",-8.76,-63.9,95,502748,8,25.93243151,22.4503424657534,73290,5815.3,724.6,0
"BRA_RO_Vilhena.866420_INMET","ro","vilhena",-12.73,-60.16,590,91801,8,24.21474886,18.9584817351598,48789,5188.4,276.9,8.1
"BRA_RR_Boa.Vista.816150_INMET","rr","boa_vista",2.8,-60.65,90,320714,8,27.01122146,22.1649885844749,74233,6209.1,1100.9,0
"BRA_RS_Alegrete.869750_INMET","rs","alegrete",-29.78,-55.79,121,78499,2,19.15522831,13.6289269406393,20029,3374.1,168,674.2
"BRA_RS_Bage.839800_INMET","rs","bage",-31.33,-54.11,230,121749,2,17.63134703,12.9399771689498,13609,2825,49.4,802.9
"BRA_RS_Bento.Goncalves.869790_INMET","rs","bento_goncalves",-29.17,-51.52,640,113287,1,17.1763242,12.8862442922374,11243,2660,7.6,781.6
"BRA_RS_Cacapava.do.Sul.869860_INMET","rs","cacapava_do_sul",-30.51,-53.49,420,34654,2,17.59594749,13.2874200913242,14529,2812.5,24.7,780.4
"BRA_RS_Camaqua.869890_INMET","rs","camaqua",-30.81,-51.83,108,65835,2,17.92069635,14.6474543378995,19668,2915,24.1,721.1
"BRA_RS_Canela.AP.869800_INMET","rs","canela",-29.37,-50.83,830,42411,1,15.64268265,12.8318607305936,10764,2165.3,1.6,1152.4
"BRA_RS_Cangucu.869930_INMET","rs","cangucu",-31.41,-52.7,464,55801,2,16.24605023,13.1299543378995,13691,2371.3,4.4,1072.6
"BRA_RS_Chui.869980_INMET","rs","chui",-33.74,-53.37,26,6368,2,17.24181507,13.5724086757991,17946,2675,27.7,912.9
"BRA_RS_Cruz.Alta.839120_INMET","rs","cruz_alta",-28.6,-53.67,432,63776,2,18.57393836,13.2320547945205,15826,3167.6,56.6,625.4
"BRA_RS_Erechim.869540_INMET","rs","erechim",-27.63,-52.27,765,102345,2,17.45283105,12.669703196347,10287,2743,4.9,706.9
"BRA_RS_Frederico.Westphalen.869510_INMET","rs","frederico_westphalen",-27.4,-53.43,490,30558,3,19.25374429,13.8200456621005,17786,3406.1,58.6,487.7
"BRA_RS_Jaguarao.869960_INMET","rs","jaguarao",-32.57,-53.38,47,28310,2,17.860879,13.7328538812785,17951,2895,46.3,787.1
"BRA_RS_Lagoa.Vermelha.869650_INMET","rs","lagoa_vermelha",-28.22,-51.51,842,28431,2,16.61941781,12.0912214611872,7581,2465.8,1.8,859.7
"BRA_RS_Mostardas.839700_INMET","rs","mostardas",-31.25,-50.91,10,12720,2,18.87122146,15.164897260274,22625,3242.2,12,505.1
"BRA_RS_Palmeira.das.Missoes.869530_INMET","rs","palmeira_das_missoes",-27.92,-53.32,642,34974,2,18.37181507,13.132796803653,13793,3093.9,24.9,583.6
"BRA_RS_Passo.Fundo.869630_INMET","rs","passo_fundo",-28.26,-52.41,684,196739,2,17.50045662,12.9122374429224,11244,2778.5,8.4,709.5
"BRA_RS_Porto.Alegre.869880_INMET","rs","porto_alegre",-30.03,-51.23,47,1476867,3,20.02686073,14.9343607305936,23954,3664.6,153.9,361.9
"BRA_RS_Quarai.869820_INMET","rs","quarai",-30.37,-56.44,124,23579,2,19.05133562,12.7076141552511,17307,3340.1,202.1,735.6
"BRA_RS_Rio.Pardo.869780_INMET","rs","rio_pardo",-29.87,-52.38,111,38934,2,18.79203196,14.4579680365297,20266,3229,73.5,600.7
"BRA_RS_Santa.Maria.839360_INMET","rs","santa_maria",-29.68,-53.81,95,276108,2,19.04189498,14.1674315068493,21603,3318.6,129.6,589.9
"BRA_RS_Santana.do.Livramento.839530_INMET","rs","santana_do_livramento",-30.89,-55.53,328,82968,2,17.5811758,12.0338127853881,13597,2831.7,60.8,878.8
"BRA_RS_Santiago.869760_INMET","rs","santiago",-29.19,-54.89,394,50635,2,18.62526256,14.084200913242,21944,3191.7,98.2,728.6
"BRA_RS_Santo.Augusto.869520_INMET","rs","santo_augusto",-27.85,-53.78,550,14349,2,19.04808219,11.7616666666667,12281,3316.3,70.6,489.7
"BRA_RS_Sao.Borja.869600_INMET","rs","sao_borja",-28.66,-56,83,62990,2,20.6626484,14.0410502283105,23632,3907.6,299.7,445.6
"BRA_RS_Sao.Gabriel.869840_INMET","rs","sao_gabriel",-30.34,-54.31,126,62785,2,19.07505708,13.22600456621,38242,3334.3,148.1,643.1
"BRA_RS_Sao.Jose.dos.Ausentes.869670_INMET","rs","sao_jose_dos_ausentes",-28.75,-50.07,1244,3470,1,13.8006621,11.1194520547945,38196,1490.4,0,1554.4
"BRA_RS_Sao.Luiz.Gonzaga.869610_INMET","rs","sao_luiz_gonzaga",-28.41,-54.96,245,35193,2,20.26398402,13.6441894977169,20849,3765.1,211.3,454.6
"BRA_RS_Soledade.869640_INMET","rs","soledade",-28.85,-52.54,667,31261,2,17.40107306,13.3053881278539,15099,2760.5,16,838.1
"BRA_RS_Torres.869810_INMET","rs","torres",-29.33,-49.73,5,37107,3,18.85308219,15.7991780821918,23481,3232.3,12.3,392.2
