"arquivo_climatico","uf","municipio","lat","long","alt","populacao","zb","tbsm","tbum","cdh","cdd10","cdd24","hdd18"
"BRA_RS_Tramandai.869900_INMET","rs","tramandai",-30.01,-50.14,1,46369,2,18.97011416,15.8963584474886,24098,3276,12.8,400.2
"BRA_RS_Uruguaiana.869730_INMET","rs","uruguaiana",-29.75,-57.09,62,129652,2,19.55009132,13.7331735159817,22380,3514.3,206.4,581.6
"BRA_RS_Vacaria.869660_INMET","rs","vacaria",-28.51,-50.88,986,64857,1,15.64365297,12.2256164383562,8668,2142.4,0,1119.2
"BRA_SC_Ararangua.869710_INMET","sc","ararangua",-28.93,-49.5,12,65769,2,19.36913242,16.319703196347,29427,3420.9,49.2,427.6
"BRA_SC_Cacador.869430_INMET","sc","cacador",-26.82,-50.84,952,75812,2,16.46221461,11.714897260274,38239,2373.5,0,848.7
"BRA_SC_Curitibanos.AP.869560_INMET","sc","curitibanos",-27.29,-50.6,982,39231,2,16.08818493,12.3188584474886,38230,2246.9,0,937.5
"BRA_SC_Dionisio.Cerqueira.869360_INMET","sc","dionisio_cerqueira",-26.29,-53.63,810,15339,2,19.20011416,14.1846461187215,18681,3375.6,43.1,507.5
"BRA_SC_Florianopolis.838970_INMET","sc","florianopolis",-27.6,-48.55,2,469690,3,20.91254566,16.0982420091324,28602,3983.1,71.4,148.3
"BRA_SC_Indaial.838720_INMET","sc","indaial",-26.92,-49.27,86,63489,3,19.95671233,16.864897260274,29916,3638.3,60.9,263.2
"BRA_SC_Itapoa.869470_INMET","sc","itapoa",-26.12,-48.62,2,18137,5,19.94311644,17.5905707762557,32561,3631.2,38.1,224.2
"BRA_SC_Ituporanga.869570_INMET","sc","ituporanga",-27.42,-49.65,484,24061,2,18.15084475,15.107203196347,38233,2988.5,20.5,652.4
"BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET","sc","joacaba",-27.17,-51.56,776,29008,2,17.61929224,13.278801369863,38242,2795.5,2.3,627.2
"BRA_SC_Major.Vieira.869420_INMET","sc","major_vieira",-26.4,-50.36,808,7899,2,16.9647032,14.1505251141553,14683,2563.4,3.3,817.5
"BRA_SC_Novo.Horizonte.869380_INMET","sc","novo_horizonte",-26.41,-52.85,960,2606,2,18.10191781,13.8478424657534,14884,2983.7,15.7,628
"BRA_SC_Rio.Negrinho.869450_INMET","sc","rio_negrinho",-26.25,-49.58,869,41602,3,16.40135845,13.6000570776256,11029,2348.8,0.6,870.7
"BRA_SC_Santa.Marta.839250_INMET","sc","laguna",-28.6,-48.81,52,44650,2,19.42950913,16.5503652968037,26524,3441.8,8.7,238.3
"BRA_SC_Sao.Joaquim.869690_INMET","sc","sao_joaquim",-28.28,-49.93,1410,26247,1,13.63542237,10.4785388127854,1967,1424.8,0,1620.1
"BRA_SC_Sao.Miguel.do.Oeste.AP.869370_INMET","sc","sao_miguel_do_oeste",-26.78,-53.5,665,38984,2,19.65262557,14.0831392694064,19770,3560.4,120.4,482.6
"BRA_SC_Urubici.869680_INMET","sc","urubici",-28.13,-49.48,1810,11102,1,10.83398402,8.98178082191781,38214,646,0,2615.6
"BRA_SC_Urussanga.869700_INMET","sc","urussanga",-28.53,-49.32,48,21003,2,19.64513699,16.1280136986301,28543,3525.8,93,415.3
"BRA_SC_Xanxere.869400_INMET","sc","xanxere",-26.94,-52.4,889,48370,2,18.04,12.8232534246575,10897,2954.9,9.9,584.6
"BRA_SE_Aracaju.866160_INMET","se","aracaju",-10.91,-37.07,5,632744,8,26.52906393,21.620502283105,69882,6033.1,928,0
"BRA_SE_Brejo.Grande.866180_INMET","se","brejo_grande",-10.47,-36.48,10,8218,8,26.30893836,21.8912557077626,70834,5952.8,846.6,0
"BRA_SE_Carira.866150_INMET","se","carira",-10.4,-37.75,308,21484,8,24.17756849,19.7181164383562,52759,5174.8,397.7,0
"BRA_SE_Itabaianinha.866380_INMET","se","itabaianinha",-11.27,-37.79,208,41404,8,24.60308219,20.7932305936073,60096,5330.1,432.1,0
"BRA_SE_Poco.Verde.866140_INMET","se","poco_verde",-10.74,-38.11,362,23416,8,24.00705479,19.1693264840183,49089,5112.6,368.2,0
"BRA_SP_Ariranha.868410_INMET","sp","ariranha",-21.13,-48.84,525,9277,6,22.18728311,15.8884246575342,30686,4448.4,134,36
"BRA_SP_Avare.869040_INMET","sp","avare",-23.1,-48.93,654,88385,3,19.59372146,14.6510730593607,18450,3502,19.1,234.7
"BRA_SP_Bauru.837220_INMET","sp","bauru",-22.32,-49.06,550,366992,4,20.84113014,15.1582305936073,23281,3957,46.9,112.1
"BRA_SP_Campinas.837210_INMET","sp","campinas",-22.82,-47.06,640,1164098,3,22.04038813,16.5094863013699,31412,4394.7,128.4,49.6
"BRA_SP_Campos.do.Jordao.868720_INMET","sp","campos_do_jordao",-22.74,-45.59,1642,50852,1,15.31269406,11.6597945205479,3495,1950.1,0,1030
"BRA_SP_Casa.Branca.868440_INMET","sp","casa_branca",-21.77,-47.09,730,29877,4,21.3831621,14.8990410958904,23278,4154.9,76.2,54.4
"BRA_SP_Franca.868180_INMET","sp","franca",-20.54,-47.4,1026,342112,4,20.96240868,13.5910273972603,16564,4001.3,40.8,51.9
"BRA_SP_Ibitinga.868430_INMET","sp","ibitinga",-21.86,-48.8,492,57649,3,21.91319635,15.9322260273973,29678,4348.3,122.7,47.9
"BRA_SP_Iguape.869230_INMET","sp","iguape",-24.71,-47.56,3,30390,5,21.103379,18.6453082191781,40016,4052.7,101,96.8
"BRA_SP_Itapeva.837740_INMET","sp","itapeva",-23.98,-48.88,707,92710,2,19.1084589,14.4133904109589,16171,3324.6,10.6,290.5
"BRA_SP_Itapira.868690_INMET","sp","itapira",-22.42,-46.81,633,72967,3,21.22389269,15.2638356164384,24539,4096.7,59.9,73.1
"BRA_SP_Ituverava.868170_INMET","sp","ituverava",-20.36,-47.78,600,40994,4,22.27479452,15.0897602739726,29736,4480.3,123.5,50.6
"BRA_SP_Jales.868140_INMET","sp","jales",-20.27,-50.55,457,48922,6,23.90901826,16.0579337899543,35529,5076.8,347.7,13.2
"BRA_SP_Jose.Bonifacio.868390_INMET","sp","jose_bonifacio",-21.1,-49.92,405,35538,6,22.91840183,16.2102853881279,34080,4715.2,238.6,24.6
"BRA_SP_Lins.868400_INMET","sp","lins",-21.68,-49.74,459,76092,3,22.82987443,15.4842237442922,29664,4682.9,225,26.1
"BRA_SP_Ourinhos.868660_INMET","sp","ourinhos",-22.98,-49.87,448,110282,3,20.91958904,15.8739840182648,26845,3985.6,67.6,133.3
"BRA_SP_Piracicaba.868680_INMET","sp","piracicaba",-22.73,-47.65,573,391449,2,20.91993151,15.4958561643836,24979,3985.8,50.6,103.4
"BRA_SP_Presidente.Prudente.837160_INMET","sp","presidente_prudente",-22.13,-51.39,436,222192,6,23.77913242,15.2123401826484,31084,5029.4,414,29.8
"BRA_SP_Rancharia.868640_INMET","sp","rancharia",-22.37,-50.97,350,29778,6,21.37754566,15.982899543379,29912,4153.8,115.6,135.5
"BRA_SP_Sao.Carlos.868450_INMET","sp","sao_carlos",-22.02,-47.89,863,241389,4,20.28699772,14.1957420091324,18441,3754.8,27.4,131.7
"BRA_SP_Sao.Luis.do.Paraitinga.869120_INMET","sp","sao_luis_do_paraitinga",-23.23,-45.42,874,10731,3,19.71097032,15.4679223744292,23571,3544.5,28.9,308.5
"BRA_SP_Sao.Paulo.837810_INMET","sp","sao_paulo",-23.85,-46.64,792,11967825,3,19.56762557,13.8494748858447,14172,3492.2,20.5,233.8
"BRA_SP_Sorocaba.838510_INMET","sp","sorocaba",-23.5,-47.46,609,644919,3,20.43783105,15.4749429223744,24703,3810,40.1,187.2
"BRA_SP_Taubate.869110_INMET","sp","taubate",-23.03,-45.56,571,302331,3,20.70429224,15.7045776255708,25913,3907.1,62.1,172.4
"BRA_SP_Valparaiso.868380_INMET","sp","valparaiso",-21.32,-50.93,374,24993,6,23.30864155,16.0170205479452,33852,4857.7,298.7,27.2
"BRA_SP_Votuporanga.868150_INMET","sp","votuporanga",-20.42,-49.97,486,91278,6,23.73343607,15.9541666666667,34279,5012.7,317.6,10.3
"BRA_TO_Araguaina.819000_INMET","to","araguaina",-7.18,-48.22,226,170183,7,25.12849315,20.7530821917808,61296,5521.9,432.3,0
"BRA_TO_Araguatins.818210_INMET","to","araguatins",-5.64,-48.11,117,34392,8,27.08803653,21.2580365296804,69257,6237.1,1128.4,0
"BRA_TO_Dianopolis.866320_INMET","to","dianopolis",-11.59,-46.85,732,21167,7,24.21027397,17.3716210045662,40313,5186.8,281.1,0
"BRA_TO_Formoso.do.Araguaia.866290_INMET","to","formoso_do_araguaia",-11.78,-49.61,220,18742,7,26.63179224,18.4517465753425,54179,6070.6,966.7,0
"BRA_TO_Gurupi.866300_INMET","to","gurupi",-11.72,-49.08,287,83707,7,25.84962329,18.6112557077626,52730,5785.1,706.7,0
"BRA_TO_Palmas.866070_INMET","to","palmas",-10.17,-48.33,280,272726,7,26.82060502,19.1221803652968,56829,6139.5,1034.3,0
"BRA_TO_Parana.866500_INMET","to","parana",-12.6,-47.87,280,10573,6,25.93256849,17.8776141552511,49144,5815.4,731.7,0
"BRA_TO_Pedro.Afonso.819410_INMET","to","pedro_afonso",-8.97,-48.17,189,12900,7,26.3864726,21.2520205479452,67620,5981.1,877.7,0
"BRA_TO_Peixe.866490_INMET","to","peixe",-12.02,-48.54,242,11340,7,25.91891553,20.4263127853881,61788,5810.4,710.9,0
