"area","ratio","pd","azi","comp","vid","abs","paf","fv","ven","somb","zb","tbsm","tbum","cdh","phi","phs","phft","tmin","tmax","cgtr","cgta","cgtt","dif_phi","dif_phs","dif_phft","dif_tmin","dif_tmax","dif_cgtr","dif_cgta","dif_cgtt"
77,0.5,5,270,"sfar","simples_fs39",0.2,30,0.45,"nao",0,6,23.92,18.12,44156,0.118721461187214,19.1073059360731,80.7739726027397,17.1387501396363,30.4915597616367,35.2898090291776,0.0526608615774419,35.3424698907551,-0.00913242009132466,-32.9041095890411,32.9132420091324,0.393093085121301,-3.1789535468308,-108.314346859933,-0.088465417124136,-108.402812277057
77,2.5,2.5,270,"tm20","duplo_fs39-87",0.2,10,0.45,"nao",0,6,23.92,18.12,44156,0.182648401826484,20.2283105022831,79.5890410958904,17.028115419663,29.9229393604925,27.7948333000753,0.0942178274093725,27.8890511274847,0.17351598173516,-36.0958904109589,35.9223744292238,-0.9427015593729,-4.6770734630727,-83.6695047073875,0.0899664931087087,-83.5795382142789
39,2.5,5,90,"ref","duplo_fs87-87",0.8,10,1,"nao",150,6,23.92,18.12,44156,0.210045662100457,57.7876712328767,42.0022831050228,16.3089508956857,35.6830190552095,238.445258722473,0.296680585748538,238.741939308222,0.00913242009132433,1.6073059360731,-1.61643835616441,0.147583234036702,1.1767090178355,28.9676948317781,-0.00390755562693751,28.9637872761511
58,1,2.5,0,"ref","duplo_fs39-87",0.8,30,1,"nao",0,6,23.92,18.12,44156,0.136986301369863,40.9041095890411,58.958904109589,17.2991224280745,36.8191701344841,120.056277318837,0.0651274074215186,120.121404726259,0.100456621004566,-15.2123287671233,15.1118721461187,-0.554101889485498,2.10493557243539,-1.54380493185043,0.0469420932889672,-1.49686283856146
58,2.5,2.5,180,"tv","duplo_fs39-87",0.8,10,1,"nao",50,6,23.92,18.12,44156,0.0821917808219177,49.041095890411,50.8767123287671,17.5848980932931,37.0887587021977,117.165809658559,0.0345922290796864,117.200401887638,0.0547945205479451,-7.82876712328771,7.77397260273976,-0.124733723233202,2.9961172723404,-8.58533929434102,0.0192996261338234,-8.56603966820716
58,0.5,5,90,"sfar","duplo_fs39-87",0.8,50,0.45,"nao",150,6,23.92,18.12,44156,0.10958904109589,26.392694063927,73.4977168949772,17.1837155744105,34.2053255330736,75.8318157208386,0.0511523012472549,75.8829680220859,-0.0730593607305937,-27.1004566210045,27.1735159817351,0.908246295497598,0.625009962917694,-95.9841340563359,-0.192093323793923,-96.1762273801299
39,1,2.5,0,"tv","duplo_fs39-87",0.2,50,1,"nao",50,6,23.92,18.12,44156,0.433789954337899,17.8584474885845,81.7077625570776,15.9645734072172,32.2993853794968,48.9548127218224,0.223319655956427,49.1781323777789,0.351598173515982,-39.5616438356164,39.2100456621004,-1.6461531541773,-2.4260814784429,-97.4403701740218,0.177675451534262,-97.2626947224878
39,0.5,5,90,"ref","simples_fs39",0.2,10,1,"nao",150,6,23.92,18.12,44156,0.598173515981735,19.3082191780822,80.0936073059361,14.4641149181741,29.9359815175641,60.386381112203,0.985950139613105,61.372331251816,0.388127853881278,-35.5547945205479,35.1666666666667,-1.6036185971347,-3.6134732341771,-148.745218670831,0.662377340060708,-148.082841330771
58,0.5,2.5,90,"sfiso","simples_fs87",0.6,10,0.45,"nao",50,6,23.92,18.12,44156,0,48.8173515981735,51.1826484018265,18.4817957822113,33.6890561601136,72.1152371993928,0,72.1152371993928,-0.0730593607305936,-7.49086757990869,7.56392694063927,0.969390302020301,-0.446729578813802,-56.7033894273425,-0.0440857200252703,-56.7474751473677
77,2.5,5,90,"sfiso","duplo_fs87-87",0.8,50,1,"nao",50,6,23.92,18.12,44156,0.310502283105023,39.2785388127854,60.4109589041096,16.1525881256175,36.8185612355723,165.971135001007,0.292072558051951,166.263207559059,0.146118721461187,-14.8858447488585,14.7397260273972,-0.416708863983303,2.3538911457908,14.3613567790105,0.104326065620046,14.4656828446305
77,2.5,2.5,180,"sfiso","simples_fs39",0.8,50,1,"nao",50,6,23.92,18.12,44156,0.219178082191781,30.87899543379,68.9018264840183,16.6945624534708,36.7793160158049,89.8300528578858,0.107574172471611,89.9376270303574,0.210045662100456,-25.3835616438356,25.1735159817352,-1.2065785545664,2.67091106915881,-22.314332070976,0.102912910701465,-22.2114191602745
77,1,5,180,"sfar","simples_fs87",0.8,30,1,"nao",150,6,23.92,18.12,44156,0.182648401826484,43.8904109589041,55.9269406392694,16.4038157273819,35.530710107468,151.337074003259,0.192125464842061,151.529199468101,0.054794520547945,-10.0799086757991,10.0251141552511,-0.275117801622901,1.6609669958174,5.24834709315467,0.0562071851639655,5.30455427831865
39,1,5,90,"ref","simples_fs87",0.2,30,1,"nao",0,6,23.92,18.12,44156,0.593607305936073,18.5,80.9063926940639,14.653281968581,30.5788417710454,62.9341684769632,0.872572674367374,63.8067411513305,0.401826484018265,-37.0821917808219,36.6803652968037,-1.5741589939926,-3.4074078285108,-137.966160951531,0.602128831506654,-137.364032120024
77,2.5,2.5,270,"sfiso","simples_fs87",0.8,10,0.45,"nao",150,6,23.92,18.12,44156,0,52.3698630136986,47.6301369863014,18.8614044150302,34.1160181692556,63.1847330270091,0,63.1847330270091,-0.0091324200913242,-3.95433789954336,3.9634703196347,0.890587435994302,-0.483994654309605,-48.279604980454,-0.00425133430066341,-48.2838563147548
77,1,5,0,"tm20","duplo_fs87-87",0.2,10,1,"nao",0,6,23.92,18.12,44156,0.255707762557077,16.9041095890411,82.8401826484019,16.4325126976637,29.1288965716558,30.4558072492345,0.226712130501442,30.6825193797359,0.10958904109589,-35.6255707762557,35.5159817351599,-0.418630209976001,-5.1234767384257,-109.782110304177,0.0740290623303863,-109.708081241847
39,2.5,5,180,"tm10","duplo_fs39-87",0.8,30,0.45,"nao",150,6,23.92,18.12,44156,0.28310502283105,48.9429223744292,50.7739726027397,15.9464303855718,35.5552292675355,212.139257833578,0.365168822182206,212.504426655761,0.10958904109589,-6.9634703196347,6.8538812785388,-0.3208581956586,1.9356650675859,8.56448345245161,0.115460229471218,8.67994368192284
77,0.5,2.5,0,"sfiso","simples_fs87",0.8,50,1,"nao",50,6,23.92,18.12,44156,0.228310502283105,31.9566210045662,67.8150684931507,16.4861204617363,36.6858159346593,95.1463696821654,0.118392960188623,95.2647626423543,0.200913242009132,-23.1666666666667,22.9657534246575,-1.3502267659034,1.9053018647368,-18.7196111705842,0.104177208602025,-18.6154339619822
58,1,2.5,0,"tm10","simples_fs39",0.6,50,0.45,"nao",150,6,23.92,18.12,44156,0.146118721461187,29.189497716895,70.6643835616438,17.2735014658809,34.3599076065261,65.414043546094,0.065797895106066,65.4798414411999,0.109589041095891,-26.9269406392694,26.8173515981735,-0.579722851679097,-0.354326955522602,-56.1860387045936,0.0476125809735143,-56.13842612362
58,1,2.5,0,"tv","duplo_fs39-87",0.2,30,1,"nao",50,6,23.92,18.12,44156,0.374429223744292,14.7694063926941,84.8561643835617,16.1028001371994,30.4624740341935,29.2968871145868,0.200707566492417,29.4975946810793,0.337899543378996,-41.3470319634703,41.0091324200913,-1.7504241803606,-4.2517605278552,-92.3031951361007,0.182522252359867,-92.1206728837412
58,0.5,2.5,0,"ref","simples_fs39",0.6,50,1,"nao",150,6,23.92,18.12,44156,0.310502283105023,24.9063926940639,74.7831050228311,16.0714476250019,34.1343025683382,67.654123141032,0.205363683602563,67.8594868246345,0.237442922374429,-31.1324200913242,30.8949771689498,-1.5444355459541,-0.653716954294403,-60.2165567577669,0.163550154478108,-60.0530066032888
39,0.5,5,90,"ref","duplo_fs39-87",0.2,30,1,"nao",50,6,23.92,18.12,44156,0.584474885844749,16.5616438356164,82.8538812785388,14.4901782808359,30.0824474212838,57.1603527192206,0.961291076391052,58.1216437956117,0.374429223744292,-38.3013698630137,37.9269406392694,-1.5775552344729,-3.4670073304574,-151.971247063814,0.637718276838663,-151.333528786975
77,2.5,2.5,90,"ref","duplo_fs87-87",0.8,50,0.45,"nao",50,6,23.92,18.12,44156,0.127853881278539,45.5,54.3721461187215,17.3400893127655,37.7918552448061,118.632878281397,0.0639541224530371,118.69683240385,0.0913242009132419,-11.2853881278539,11.1940639269406,-0.467650510718801,3.0234509793783,3.93394868161627,0.0453800108458384,3.97932869246211
58,2.5,5,0,"tm10","duplo_fs39-87",0.2,10,1,"nao",150,6,23.92,18.12,44156,0.623287671232877,18.4566210045662,80.9200913242009,14.5972086538685,30.1047516124471,44.729956482436,0.802506422117854,45.5324629045538,0.458904109589041,-34.2397260273973,33.7808219178082,-1.9712286153651,-3.8936035644412,-113.096993784865,0.600961080443561,-112.496032704422
