"area","ratio","pd","azi","comp","vidro","abs","paf","fv","ven","somb","zb","tbsm","tbum","cdh","phi","phs","phft","tmin","tmax","cgtr","cgta","dif_phi","dif_phs","dif_phft","dif_tmin","dif_tmax","dif_cgtr","dif_cgta"
57.87,0.5,5,270,"sfar","simples_fs39",80,10,1,"off",0,2,19.04189498,14.1674315068493,21603,22.0684931506849,13.1826484018265,64.7488584474886,11.9596444672348,35.1620051942743,6773557177.04469,3091214023.73549,-5.1438356164384,-5.42694063926941,10.5707762557077,2.06031255662749,0.924042286467497,-5457861979.63782,-8048636302.59542
57.87,2.5,5,180,"sfar","duplo_fs39-87",20,50,0.45,"on",150,2,19.04189498,14.1674315068493,21603,31.2260273972603,5.66666666666667,63.1073059360731,10.9081724449024,30.7112199756431,2319164199.84879,5273552605.3751,4.68264840182647,-13.662100456621,8.9794520547945,0.982399753317619,-4.0062247497059,-10248462659.3784,-4995323142.92448
77.16,0.5,2.5,90,"tm10","simples_fs87",20,10,0.45,"on",50,2,19.04189498,14.1674315068493,21603,37.4200913242009,5.96347031963472,56.6164383561644,9.20599495263718,30.3398169596693,2544910731.09742,11018638515.6487,12.6780821917808,-12.7671232876712,0.0890410958903964,-1.80031735562582,-4.3835485547457,-8475361925.71273,4262514582.2227
77.16,0.5,5,90,"tv","simples_fs39",60,50,0.45,"on",0,2,19.04189498,14.1674315068493,21603,27.3904109589041,14.5867579908676,58.0228310502283,9.36189480803571,35.2320913234097,13090110270.6521,10928702034.23,-0.251141552511369,-3.85388127853885,4.10502283105024,-0.500420974671199,0.768331392274696,-1870781787.51974,-2568819741.52917
57.87,1,5,270,"tm10","simples_fs87",20,10,0.45,"on",0,2,19.04189498,14.1674315068493,21603,35.7328767123288,7.18493150684931,57.0821917808219,10.2555816114436,29.6822106045614,2797021727.72718,12855958090.92,8.7123287671233,-11.8949771689498,3.18264840182653,0.234230495514799,-4.8698071405623,-9230805687.66888,2730423420.27598
38.58,2.5,5,270,"tm20","duplo_fs39-87",20,50,1,"off",150,2,19.04189498,14.1674315068493,21603,34.3561643835616,5.66438356164383,59.9794520547945,10.0945644317654,30.3647316763437,2292430987.29301,9936567544.49188,7.10502283105023,-14.7511415525114,7.6461187214612,0.34993114928769,-4.681512032261,-8378758552.27733,1583659372.23143
77.16,1,5,270,"sfar","duplo_fs87-87",80,30,0.45,"on",0,2,19.04189498,14.1674315068493,21603,19.6232876712329,13.1803652968036,67.1963470319635,12.6106837123805,34.9157556796793,8048941775.22625,3132559311.64054,-7.527397260274,-5.57305936073062,13.1004566210046,2.4614132294816,0.405037193976398,-6015404772.11335,-9068226959.7325
38.58,0.5,5,270,"ref","duplo_fs87-87",80,50,1,"on",150,2,19.04189498,14.1674315068493,21603,25.0479452054795,14.9018264840183,60.0502283105023,9.58253880427342,35.5305290674325,10325485180.3917,7197514281.39969,-1.9566210045662,-4.31050228310501,6.26712328767123,-0.176434830403259,1.230914400981,315615372.741074,-1444695763.82954
77.16,2.5,2.5,180,"sfiso","duplo_fs39-87",60,50,0.45,"on",150,2,19.04189498,14.1674315068493,21603,24.0296803652968,7.1187214611872,68.851598173516,12.7245328194199,32.1519683945662,3131851615.56508,2953033529.06261,0.212328767123302,-11.9315068493151,11.7191780821918,1.5270556835197,-2.7331891681869,-7644918763.53413,-3209134306.81403
57.87,2.5,2.5,90,"tm10","simples_fs39",20,50,0.45,"on",150,2,19.04189498,14.1674315068493,21603,36.3036529680366,6.09589041095891,57.6004566210045,9.05509714034803,31.2692275362804,2395826103.30258,8366945600.02111,11.689497716895,-14.1050228310502,2.41552511415524,-1.87934817037457,-3.9850414076625,-7309125580.23085,3061494966.82735
38.58,1,5,0,"tm10","duplo_fs87-87",80,50,0.45,"off",50,2,19.04189498,14.1674315068493,21603,21.2899543378995,20.4178082191781,58.2922374429224,11.5846351101024,35.7288702225398,11524193827.2879,4466789308.36146,-6.11872146118723,0.392694063926965,5.7260273972603,1.78444047205783,0.956176392728594,1472792577.56708,-3610254448.38656
77.16,2.5,2.5,90,"sfar","simples_fs87",60,10,0.45,"on",50,2,19.04189498,14.1674315068493,21603,18.5456621004566,11.4041095890411,70.0502283105023,13.8419321113615,32.1696821094731,4184800382.85058,1914023382.97735,-6.310502283105,-8.36301369863013,14.6735159817351,2.7830340507445,-3.0347529256257,-7241355318.71635,-4678169228.14371
57.87,1,5,90,"sfiso","simples_fs39",80,10,0.45,"on",50,2,19.04189498,14.1674315068493,21603,20.2420091324201,15.796803652968,63.9611872146119,12.391969813532,34.7216870334649,6870056035.60205,2649196002.20739,-7.14611872146122,-3.63013698630136,10.7762557077625,2.51042684345377,-0.0829265082401989,-5706839839.0782,-7638417349.67654
57.87,0.5,2.5,270,"sfiso","simples_fs87",60,10,0.45,"on",50,2,19.04189498,14.1674315068493,21603,26.8630136986301,16.4178082191781,56.7191780821918,9.93359935597632,35.349020162722,7553306772.50245,5667993880.45762,2.46347031963467,-2.47716894977169,0.0136986301370379,-1.08302398171488,0.781347748369399,-1445595443.30185,295357965.774601
38.58,1,5,180,"ref","duplo_fs87-87",60,50,0.45,"on",0,2,19.04189498,14.1674315068493,21603,25.4360730593607,16.6963470319635,57.8675799086758,9.41586435929626,35.5721244369552,10119893208.7746,6905364814.42706,-1.29908675799086,-3.53652968036531,4.83561643835614,-0.360539726376851,0.6893010244533,-253352876.724648,-822724677.76158
38.58,1,2.5,0,"tm20","duplo_fs39-87",60,50,1,"off",150,2,19.04189498,14.1674315068493,21603,27.041095890411,10.0958904109589,62.8630136986301,11.0715420239875,34.613776953551,4003756085.81356,3469493610.52743,2.82420091324207,-10.2100456621005,7.38584474885843,0.143180602799001,-0.336347260796195,-3369107301.23192,-242331907.04721
38.58,0.5,2.5,0,"tm10","duplo_fs87-87",60,10,0.45,"off",150,2,19.04189498,14.1674315068493,21603,25.7511415525114,17.3607305936073,56.8881278538813,11.5337540263638,33.8387324462745,5300802028.44249,3614007574.85881,0.785388127853937,-3.21232876712333,2.4269406392694,0.8239193160423,-1.2072177188223,-2591202996.24767,-586636280.30776
38.58,0.5,5,180,"sfiso","duplo_fs39-87",60,10,0.45,"on",50,2,19.04189498,14.1674315068493,21603,27.9200913242009,20.4246575342466,51.6552511415525,8.77566509289158,35.531912087323,10916481351.3646,8342641260.55661,0.484018264840202,-0.105022831050203,-0.378995433789997,-0.780066358462038,0.592308156679898,-372928524.507101,-469191473.89291
57.87,1,2.5,0,"tv","simples_fs87",60,10,1,"off",150,2,19.04189498,14.1674315068493,21603,27.648401826484,13.365296803653,58.986301369863,10.533502179818,35.1319766375907,6027304769.6793,4823369885.10948,2.80365296803657,-6.07990867579906,3.2762557077626,-0.527045813010599,0.247946940995597,-3001150234.36635,-314418047.88177
57.87,1,2.5,180,"sfiso","duplo_fs39-87",60,50,1,"off",150,2,19.04189498,14.1674315068493,21603,29.6415525114155,9.81278538812785,60.5456621004566,9.80231163484276,35.5979780515733,5348003794.15418,5799434482.56798,5.9200913242009,-10.0410958904109,4.12100456621006,-1.28898444583784,0.606598770398897,-3946219251.8252,972293888.31561
57.87,0.5,5,0,"tm10","simples_fs87",60,30,0.45,"on",50,2,19.04189498,14.1674315068493,21603,26.3196347031964,17.703196347032,55.9771689497717,10.9674189610359,33.4589566563454,10635871533.2668,8850922729.95679,-1.79223744292237,-1.98173515981733,3.77397260273974,1.24321914553559,-1.3870780464113,-2836085794.10228,-2917548664.61013
38.58,0.5,5,90,"tm10","simples_fs87",60,50,0.45,"off",150,2,19.04189498,14.1674315068493,21603,28.5296803652968,14.5091324200913,56.9611872146119,8.62330812080672,35.3350318596807,9187690928.69389,8486349677.66469,1.23287671232877,-5.15068493150682,3.91780821917806,-0.996753758395899,0.775086485237296,-1374293106.0365,-243743557.570499
38.58,0.5,2.5,0,"tm20","simples_fs39",20,10,0.45,"off",0,2,19.04189498,14.1674315068493,21603,33.7511415525114,8.58447488584476,57.6643835616438,10.5545624313224,30.5649644281767,2310432348.37934,5601287731.08892,8.7853881278539,-11.9885844748858,3.20319634703194,-0.155272278999099,-4.4809857369201,-5581572676.31082,1400643875.92235
57.87,2.5,5,0,"tv","simples_fs87",60,50,0.45,"off",0,2,19.04189498,14.1674315068493,21603,25.9543378995434,16.4041095890411,57.6415525114155,9.61471466052729,36.2647566147528,12588961496.9819,8079973738.50862,-1.6278538812785,-2.43378995433786,4.06164383561646,-0.332970680731599,1.7577852916527,640766174.554531,-2758491935.36594
57.87,0.5,5,90,"sfar","simples_fs87",80,10,0.45,"off",50,2,19.04189498,14.1674315068493,21603,23.810502283105,25.6324200913242,50.5570776255708,9.67742451030789,36.5503692620248,18950482123.098,9102022863.81088,-3.76712328767123,6.71004566210046,-2.94292237442919,-0.0721517395577198,2.0505096822365,6091474048.647,-2183157770.89716
77.16,0.5,2.5,90,"tm10","simples_fs39",80,30,1,"on",0,2,19.04189498,14.1674315068493,21603,24.9771689497717,15.4931506849315,59.5296803652968,10.0567010599364,37.436951461205,12733378387.0699,6340726373.00895,0.235159817351566,-3.23744292237444,3.00228310502283,-0.949611248326601,2.71358594679,1713105730.25977,-415397560.417049
77.16,1,5,0,"tm10","duplo_fs39-87",20,30,1,"off",50,2,19.04189498,14.1674315068493,21603,38.0251141552511,6.26255707762556,55.7123287671233,8.35968459069707,31.2128909512422,3897953765.87237,18113822837.0903,10.2397260273973,-12.6095890410959,2.36986301369859,-1.70605869583083,-3.4358272542807,-10375029490.4237,5469482502.94447
77.16,1,2.5,180,"sfiso","simples_fs87",60,50,0.45,"on",150,2,19.04189498,14.1674315068493,21603,29.3972602739726,10.9931506849315,59.6095890410959,9.83621193102343,35.5362618365125,6723621625.16976,7338633657.27324,5.46575342465754,-8.4178082191781,2.95205479452053,-1.37940853316247,0.586205657060901,-4207051324.88089,1324681886.84596
77.16,1,5,0,"tm10","duplo_fs39-87",80,30,1,"on",0,2,19.04189498,14.1674315068493,21603,25.041095890411,17.8995433789954,57.0593607305936,9.50760086697835,36.9235803688465,18350847554.2019,10010646330.6002,-2.7442922374429,-0.972602739726061,3.71689497716896,-0.558142419549549,2.2748621633236,4077864297.90575,-2633694003.54565
77.16,1,2.5,270,"sfar","duplo_fs39-87",20,10,0.45,"on",0,2,19.04189498,14.1674315068493,21603,27.2945205479452,4.79223744292239,67.9132420091324,13.2301203944625,29.0336123312717,1529091718.13924,3018369196.95708,3.08675799086757,-14.2123287671233,11.1255707762557,1.9474481602679,-5.7366397235996,-9009151897.52942,-3076816767.30018
77.16,1,5,270,"tm10","simples_fs87",60,10,1,"off",50,2,19.04189498,14.1674315068493,21603,28.513698630137,16.486301369863,55,9.19076494807791,35.4959403193453,12849235177.4687,12052506174.4777,1.36301369863013,-2.26712328767124,0.904109589041102,-0.958505534820992,0.985221833642399,-1215111369.87089,-148280096.895319
38.58,1,5,90,"tv","duplo_fs39-87",20,50,1,"off",0,2,19.04189498,14.1674315068493,21603,33.8630136986301,7.74657534246575,58.3904109589041,8.8486878576109,32.1227538834277,3681571393.61465,8691620435.73119,6.71917808219177,-12.4178082191781,5.69863013698629,-0.89518284428544,-2.7589683091667,-6649921491.36021,771707558.63102
77.16,2.5,5,90,"tm10","duplo_fs39-87",60,10,1,"off",50,2,19.04189498,14.1674315068493,21603,28.9200913242009,17.541095890411,53.5388127853881,9.02676916199626,35.7118604996524,14363963645.6477,12851911301.9227,1.11187214611874,-2.14840182648401,1.03652968036531,-0.881848463505641,0.567210375845505,-1365830972.63187,-317400253.212271
38.58,1,2.5,180,"tm10","simples_fs87",20,10,1,"off",150,2,19.04189498,14.1674315068493,21603,34.4292237442922,6.96118721461188,58.6095890410959,9.3200406583306,31.0708045984826,2083036453.07917,5626370574.76224,11.0479452054794,-13.6461187214612,2.59817351598171,-1.6328143644116,-4.0034084803684,-5500986237.64186,2112114156.7354
57.87,1,2.5,270,"tv","duplo_fs39-87",60,10,1,"on",0,2,19.04189498,14.1674315068493,21603,26.3196347031964,14.9383561643836,58.7420091324201,10.5801668116546,35.95726243329,7157626724.43678,4463491809.84121,2.26255707762557,-4.4063926940639,2.14383561643837,-0.576748531658801,1.15268521969499,-1761549432.11984,-434437281.92844
77.16,1,2.5,270,"tm20","simples_fs87",80,30,1,"off",150,2,19.04189498,14.1674315068493,21603,24.6826484018265,13.5479452054794,61.7694063926941,11.5905170592155,36.3653263214942,8668715063.41166,5210262363.41878,0.474885844748865,-5.45662100456623,4.98173515981737,0.307844825020901,1.5950742666229,-1869528552.257,-884923600.838479
38.58,2.5,2.5,180,"tm20","duplo_fs87-87",80,30,0.45,"off",50,2,19.04189498,14.1674315068493,21603,19.013698630137,19.9269406392694,61.0593607305936,12.1119818034617,36.5477304406856,7862209574.50695,2158693789.9801,-4.2442922374429,-0.3082191780822,4.55251141552513,1.1804006859536,1.5249720965249,383728617.70917,-1465979312.38436
38.58,1,5,180,"tv","simples_fs39",60,30,0.45,"on",150,2,19.04189498,14.1674315068493,21603,27.4657534246575,15.3858447488584,57.148401826484,9.52810526647179,34.5959172646415,7659858231.11667,6382982214.23641,0.730593607305968,-4.84703196347033,4.11643835616436,-0.24829881920132,-0.2869061478604,-2713387854.38259,-1345107277.95223
77.16,1,5,180,"sfiso","simples_fs87",60,10,1,"on",150,2,19.04189498,14.1674315068493,21603,29.351598173516,15.7283105022831,54.9200913242009,9.07009304232579,35.1154357723298,11964059901.5105,12558529790.613,2.34018264840183,-3.40410958904111,1.06392694063927,-0.973035369202609,0.360360230877802,-2767063956.99991,485802599.02634
77.16,0.5,2.5,90,"tv","duplo_fs39-87",60,30,0.45,"off",150,2,19.04189498,14.1674315068493,21603,28.9429223744292,12.4315068493151,58.6255707762557,10.3411485893995,35.2472311179398,7231694598.78432,6747621671.59171,4.20091324200914,-6.29908675799086,2.09817351598173,-0.6651637188635,0.523865603524797,-3788578058.02583,-8502261.83428955
77.16,1,5,270,"tm10","duplo_fs87-87",20,50,0.45,"off",0,2,19.04189498,14.1674315068493,21603,35.1004566210046,8.31963470319635,56.5799086757991,8.57406310047254,32.190217059973,5550210967.1399,16163923206.0991,7.94977168949773,-10.4337899543379,2.48401826484017,-1.57520738242636,-2.3205014257299,-8514135580.1997,3963136934.72608
77.16,0.5,5,270,"sfar","simples_fs87",60,30,1,"off",50,2,19.04189498,14.1674315068493,21603,24.1232876712329,10.1872146118721,65.689497716895,11.7403441630611,34.7472570542961,6957381821.97962,4518240815.28964,-3.12328767123283,-8.05479452054796,11.1780821917808,1.7204305129132,0.5436673929756,-7317985665.89551,-8777447205.18012
57.87,2.5,2.5,180,"tm20","simples_fs87",20,30,1,"off",50,2,19.04189498,14.1674315068493,21603,32.1598173515982,6.46803652968038,61.3721461187215,10.7241417265407,31.1146771002041,2507414892.53917,6523055013.12835,8.53196347031964,-12.9223744292237,4.39041095890413,-0.346770083396299,-3.8209295021339,-6630393543.58644,1557701950.09634
57.87,1,5,270,"tm10","simples_fs87",20,10,0.45,"off",150,2,19.04189498,14.1674315068493,21603,36.1369863013699,6.78995433789956,57.0730593607306,10.2969879130663,29.644769184666,2627249983.95942,13051000348.9705,9.1164383561644,-12.2899543378995,3.17351598173519,0.2756367971375,-4.9072485604577,-9400577431.43664,2925465678.32647
57.87,0.5,2.5,180,"sfiso","simples_fs39",80,50,1,"on",50,2,19.04189498,14.1674315068493,21603,26.7694063926941,13.0844748858447,60.1461187214612,9.60869344381767,36.8113968532072,8877159810.61232,5582577175.27136,2.26255707762557,-7.01826484018266,4.75570776255706,-1.25581118218963,1.7943231260407,-1005292615.74875,135933335.477541
77.16,0.5,2.5,270,"ref","simples_fs39",80,10,1,"off",0,2,19.04189498,14.1674315068493,21603,23.3127853881278,20.5593607305936,56.1278538812785,10.5700258733368,37.6656571241257,13921443416.4239,5860797061.48959,-1.1940639269407,2.02511415525113,-0.831050228310504,-0.578094722650201,3.1285766015814,3294735084.77698,-759702234.137951
57.87,0.5,5,180,"tm20","simples_fs87",80,30,0.45,"on",50,2,19.04189498,14.1674315068493,21603,23.6255707762557,21.2077625570776,55.1666666666667,9.82631792181178,36.7775146238373,16617659182.3557,7258421170.72817,-4.00456621004563,1.3675799086758,2.63698630136987,0.13311968204067,1.9096097765231,2859396748.92888,-4106330135.98524
57.87,0.5,2.5,0,"tv","simples_fs87",80,30,1,"on",150,2,19.04189498,14.1674315068493,21603,25.87899543379,13.5091324200913,60.6118721461187,10.3350771628892,36.4046898037705,8061886098.2348,4730664906.97277,0.381278538812796,-6.2191780821918,5.83789954337895,-0.506155057483799,1.4410395638438,-1608164193.43979,-1017582900.90689
57.87,0.5,5,270,"sfar","duplo_fs39-87",60,10,1,"on",150,2,19.04189498,14.1674315068493,21603,25.3584474885845,9.54566210045664,65.0958904109589,11.8375026856106,32.5765332981284,4256454142.30224,3681321307.80244,-1.85388127853883,-9.06392694063926,10.9178082191781,1.93817077500329,-1.6614296096784,-7974965014.38027,-7458529018.52847
38.58,2.5,2.5,90,"tm20","simples_fs39",80,10,0.45,"off",0,2,19.04189498,14.1674315068493,21603,21.2465753424658,25.2899543378995,53.4634703196347,10.8179145629961,38.5132217299541,10231128090.7489,2598698024.86802,-2.82876712328767,4.34246575342467,-1.51369863013701,0.0199593189582998,3.1741449164122,2312442873.61537,-1263623859.31918
77.16,2.5,2.5,0,"tm10","duplo_fs87-87",20,30,0.45,"off",50,2,19.04189498,14.1674315068493,21603,35.7351598173516,6.28310502283104,57.9817351598174,10.5201897916457,30.7156073836401,2656016762.68245,9144388015.75032,10.7557077625571,-12.3538812785389,1.59817351598174,-0.649277691315501,-3.9967202366933,-7735754842.19007,2562522648.67251
77.16,0.5,5,90,"sfar","duplo_fs39-87",60,50,0.45,"off",150,2,19.04189498,14.1674315068493,21603,27.189497716895,8.93378995433789,63.8767123287671,11.324550843142,33.7789398803892,5735331463.01389,5484619510.44415,-0.452054794520501,-9.50684931506855,9.95890410958907,1.46223506043509,-0.684820050745799,-9225560595.15791,-8012902265.31501
38.58,0.5,5,90,"tv","duplo_fs87-87",60,30,0.45,"on",150,2,19.04189498,14.1674315068493,21603,26.9041095890411,15.6780821917808,57.4178082191781,9.5860318975093,34.2374582711074,8129705685.25773,6685583624.8203,-0.392694063926963,-3.98173515981737,4.3744292237443,-0.0340299816933189,-0.322487103336002,-2432278349.47266,-2044509610.41489
57.87,1,5,90,"tm10","simples_fs39",20,50,1,"off",0,2,19.04189498,14.1674315068493,21603,35.8630136986301,7.60045662100456,56.5365296803653,8.14685364728439,32.4324130498687,4720235159.49415,14137578417.6837,8.47488584474883,-11.8264840182648,3.35159817351597,-1.73468932279384,-2.3722004918364,-7856660715.1861,3849965065.79973
38.58,0.5,2.5,90,"sfar","duplo_fs87-87",80,10,0.45,"on",50,2,19.04189498,14.1674315068493,21603,13.796803652968,15.6712328767123,70.5319634703196,13.619598887456,34.0023058629718,4359325901.08429,754545696.549929,-10.1073059360731,-4.3013698630137,14.4086757990868,2.8639331318821,-0.804385261557798,-3285568285.44781,-3228349694.19056
77.16,1,2.5,0,"tm10","simples_fs87",80,10,0.45,"on",150,2,19.04189498,14.1674315068493,21603,23.7214611872146,21.0068493150685,55.2716894977169,11.9285782826541,36.1104525438798,10096668585.4693,4953660212.76422,-1.3401826484018,1.95205479452054,-0.611872146118742,0.749292344397299,1.2563150007555,-549509488.77035,-1452540677.37506
38.58,1,5,180,"tv","duplo_fs39-87",80,10,0.45,"off",0,2,19.04189498,14.1674315068493,21603,21.958904109589,26.810502283105,51.2305936073059,10.1746823521895,37.4564249312879,14054259804.5977,4660727762.07651,-4.77625570776253,6.57762557077626,-1.80136986301374,0.398278266516389,2.573601518786,3681013719.09846,-3067361730.11213
38.58,0.5,5,0,"tm20","duplo_fs87-87",80,30,1,"on",0,2,19.04189498,14.1674315068493,21603,21.5342465753425,20.4269406392694,58.0388127853881,11.5960634520188,34.9776950573871,12236156891.6031,5000571131.59698,-6.337899543379,0.155251141552534,6.18264840182651,2.00762299627846,0.0575898614841037,1216679681.16064,-4118503663.97702
77.16,2.5,2.5,270,"ref","simples_fs87",20,10,0.45,"off",150,2,19.04189498,14.1674315068493,21603,37.4041095890411,6.16438356164385,56.4315068493151,9.46909441698922,30.4496815447087,2498871295.57682,11237879051.4852,12.6415525114156,-13.2100456621005,0.568493150684901,-1.68742215129848,-4.5944980974351,-8558852976.35408,4739972277.02384
38.58,1,5,180,"tv","duplo_fs87-87",80,10,1,"on",150,2,19.04189498,14.1674315068493,21603,23.8470319634703,20.4954337899543,55.6575342465753,10.0742006964173,36.1757049907749,10874713048.9639,5110285999.08669,-2.88812785388123,0.262557077625564,2.62557077625567,0.297796610744189,1.292881578273,501466963.464689,-2617803493.10195
38.58,0.5,2.5,0,"tm20","simples_fs39",60,50,0.45,"off",0,2,19.04189498,14.1674315068493,21603,25.2009132420092,15.5251141552512,59.2739726027397,10.7669797171353,36.650177945303,7170203636.20531,3570983311.77764,0.235159817351666,-5.04794520547943,4.81278538812784,0.0571450068137995,1.6042277802062,-721801388.484846,-629660543.388935
77.16,1,5,0,"sfar","duplo_fs39-87",60,50,0.45,"on",50,2,19.04189498,14.1674315068493,21603,28.6552511415525,14.3858447488585,56.9589041095891,9.45083991512326,34.7935572873079,12070149870.8927,12586441409.7022,0.869863013698635,-4.486301369863,3.6164383561644,-0.61490337140464,0.144839081785001,-2202833385.40341,-57898924.4436798
57.87,0.5,2.5,0,"tv","duplo_fs87-87",60,30,1,"off",150,2,19.04189498,14.1674315068493,21603,27.9657534246575,11.6050228310502,60.4292237442922,10.2781090598632,35.5194115198221,6303169847.8637,5227405442.90272,2.46803652968033,-8.12328767123292,5.6552511415525,-0.5631231605098,0.5557612798954,-3366880443.81089,-520842364.97694
77.16,0.5,5,90,"ref","duplo_fs39-87",60,50,1,"on",150,2,19.04189498,14.1674315068493,21603,29.689497716895,11.6301369863014,58.6803652968037,9.17043636664744,34.1123186722155,10763074390.7672,14202195918.3528,2.0479452054795,-6.81050228310507,4.76255707762561,-0.69187941605947,-0.3514412589195,-4197817667.40464,704674142.593611
77.16,1,5,90,"tm10","duplo_fs87-87",60,50,0.45,"off",50,2,19.04189498,14.1674315068493,21603,27.7602739726027,15.5251141552511,56.7146118721461,9.1883807041019,35.97322040929,14154735362.117,11491811564.1177,0.242009132420068,-3.5228310502283,3.2808219178082,-0.813491122964599,1.2155348320518,-535070323.049891,-909968853.698839
57.87,1,5,0,"sfar","simples_fs39",60,30,0.45,"off",50,2,19.04189498,14.1674315068493,21603,25.1712328767123,11.2283105022831,63.6004566210046,11.5956533101737,34.5813369555082,5798305201.49437,3704810002.72652,-2.51141552511416,-8.02739726027401,10.5388127853882,1.65439901452131,-0.111638214725303,-6434040479.4096,-6787946024.54963
38.58,1,5,0,"sfar","duplo_fs39-87",20,30,0.45,"off",0,2,19.04189498,14.1674315068493,21603,28.1073059360731,8.48173515981737,63.4109589041096,11.0752885016194,32.7037337158065,3156050784.28373,3170211039.02075,0.6986301369863,-11.5433789954338,10.8447488584475,1.27509386357483,-2.0689601140047,-6895350465.43711,-4906832717.72727
38.58,2.5,2.5,270,"tm10","duplo_fs87-87",80,50,1,"off",0,2,19.04189498,14.1674315068493,21603,20.0707762557078,17.1369863013699,62.7922374429224,11.8312108129361,37.7929250229442,8681317986.76572,2187556486.29913,-4.1118721461187,-3.39954337899547,7.51141552511413,0.951069340155499,2.607547481,1027073766.52024,-1638541969.96217
77.16,2.5,5,90,"sfar","duplo_fs87-87",20,30,1,"on",150,2,19.04189498,14.1674315068493,21603,31.541095890411,4.93835616438356,63.5205479452055,11.4611087350732,30.0342116979729,2308016584.45481,6224582957.23918,3.7328767123288,-14.7511415525114,11.0182648401827,1.5524911095713,-5.110438425834,-13421778033.8247,-6944728597.89579
77.16,0.5,5,0,"ref","simples_fs87",80,30,1,"on",0,2,19.04189498,14.1674315068493,21603,24.6552511415525,19.9497716894977,55.3949771689498,9.60366529734041,36.7055435364544,22018327834.8658,11211281282.3142,-3.554794520548,0.865296803652965,2.68949771689496,-0.239277551859981,1.9151832541587,6398864904.93144,-2856538494.74613
57.87,1,5,0,"sfiso","simples_fs39",80,10,0.45,"on",50,2,19.04189498,14.1674315068493,21603,24.6301369863014,24.4200913242009,50.9497716894977,9.4572613316718,37.0806804031762,16801837140.9569,8268004374.18808,-3.05251141552513,5.1643835616438,-2.11187214611867,-0.48399296398059,2.3877052329427,4569491460.05295,-2224751653.08807
38.58,0.5,2.5,180,"tm10","duplo_fs39-87",60,10,1,"off",150,2,19.04189498,14.1674315068493,21603,26.4429223744292,14.134703196347,59.4223744292237,11.3429874957389,33.6271391075711,4679002328.47843,3752882702.82969,2.45890410958907,-6.67351598173517,4.2146118721461,0.6168447430758,-1.46621895951311,-3389845193.35263,-233957846.85552
57.87,1,5,90,"sfiso","duplo_fs39-87",20,10,1,"on",150,2,19.04189498,14.1674315068493,21603,31.0182648401827,5.25799086757991,63.7237442922374,11.646331049349,29.7808598907053,1875131474.31237,4558287239.61215,3.63013698630137,-14.1689497716895,10.5388127853881,1.76478807927077,-5.0237536509998,-10701764400.3679,-5729326112.27178
38.58,1,5,0,"ref","duplo_fs39-87",60,50,1,"on",50,2,19.04189498,14.1674315068493,21603,28.1187214611872,12.9840182648402,58.8972602739726,9.28353213061212,34.761276857655,7947610500.54275,7872480776.71011,0.710045662100467,-7.04109589041096,6.3310502283105,-0.51666250743245,-0.011416972156205,-2103790749.17809,-204562980.03791
77.16,1,2.5,270,"tv","simples_fs87",80,30,0.45,"off",0,2,19.04189498,14.1674315068493,21603,22.2945205479452,19.4703196347032,58.2351598173516,10.9984166259188,39.039711900843,13840717034.0174,4493595158.00025,-1.91324200913242,0.465753424657522,1.4474885844749,-0.284255608275799,4.2694598459717,3302473418.34877,-1601590806.25701
77.16,0.5,2.5,0,"sfiso","duplo_fs39-87",20,50,1,"off",0,2,19.04189498,14.1674315068493,21603,36.8538812785388,6.92465753424659,56.2214611872146,9.12166592179969,32.705400713722,3957902903.8644,10707419077.9012,11.1255707762557,-12.2602739726027,1.13470319634703,-1.84723540254371,-2.2179207229123,-7384953553.30689,3597949085.11751
77.16,1,2.5,270,"tv","duplo_fs87-87",20,10,1,"on",0,2,19.04189498,14.1674315068493,21603,37.4703196347032,5.35844748858448,57.1712328767123,9.81877897672784,30.3404494640221,2258436231.14012,9192944517.94386,13.2625570776256,-13.6461187214612,0.383561643835628,-1.46389325746676,-4.4298025908492,-8279807384.52854,3097758553.6866
77.16,0.5,2.5,270,"tv","simples_fs39",60,10,0.45,"on",50,2,19.04189498,14.1674315068493,21603,27.2648401826484,15.9200913242009,56.8150684931507,10.5198128560807,35.3262622215584,8337545910.48216,6276007089.14489,2.75799086757987,-2.61415525114154,-0.14383561643837,-0.628307739906301,0.789181699014101,-2289162421.16471,-344492206.482651
57.87,0.5,2.5,0,"tm10","duplo_fs39-87",80,50,1,"on",150,2,19.04189498,14.1674315068493,21603,25.8196347031963,11.8287671232877,62.351598173516,11.1782735393576,35.7664070851685,6682970806.09836,4714968076.1796,0.321917808219169,-7.89954337899545,7.57762557077626,0.3370413189846,0.802756845241802,-2987079485.57623,-1033279731.70006
38.58,2.5,5,0,"sfar","duplo_fs39-87",60,30,1,"off",0,2,19.04189498,14.1674315068493,21603,24.6506849315069,10.365296803653,64.9840182648402,11.2052621666761,35.1666002510651,4780218771.10072,2671550151.03035,-2.6780821917808,-9.15296803652967,11.8310502283105,1.40047639485306,0.583896037030001,-5030954481.22651,-5685436609.86666
77.16,2.5,5,270,"tm10","duplo_fs39-87",60,30,1,"off",50,2,19.04189498,14.1674315068493,21603,27.1598173515982,14.2305936073059,58.6095890410959,11.0949579964541,34.0232723822663,10582685526.2992,10474789295.1761,-0.367579908675764,-5.09589041095891,5.4634703196347,1.0743620078401,-0.878486132705902,-4547624761.21652,-2518215432.68418
